.xyz file name,wB97X-D/aug-cc-pVQZ AE (kcal/mol)
AE-QM7b-1736,-1507.767239
AE-QM7b-1737,-1633.498415
AE-QM7b-1738,-1508.016879
AE-QM7b-1739,-1641.192838
AE-QM7b-1740,-1607.889208
AE-QM7b-1741,-1618.235214
AE-QM7b-1742,-1760.900186
AE-QM7b-1743,-1620.748157
AE-QM7b-1744,-1622.757817
AE-QM7b-1745,-1917.403908
AE-QM7b-1746,-1904.399022
AE-QM7b-1747,-1383.448485
AE-QM7b-1748,-1524.087469
AE-QM7b-1749,-1379.02644
AE-QM7b-1750,-1529.5229
AE-QM7b-1751,-1773.408517
AE-QM7b-1752,-1525.113317
AE-QM7b-1753,-1778.89551
AE-QM7b-1754,-1669.594879
AE-QM7b-1755,-1531.258366
AE-QM7b-1756,-1654.100412
AE-QM7b-1757,-1917.602024
AE-QM7b-1758,-1775.222428
AE-QM7b-1759,-1777.144632
AE-QM7b-1760,-1780.690733
AE-QM7b-1761,-1636.561747
AE-QM7b-1762,-1900.276371
AE-QM7b-1763,-1777.240741
AE-QM7b-1764,-1911.591994
AE-QM7b-1765,-1407.679689
AE-QM7b-1766,-1527.43831
AE-QM7b-1767,-1522.650945
AE-QM7b-1768,-1523.605227
AE-QM7b-1769,-1662.118789
AE-QM7b-1770,-1770.56052
AE-QM7b-1771,-1521.557571
AE-QM7b-1772,-1789.519883
AE-QM7b-1773,-1663.059084
AE-QM7b-1774,-1534.327659
AE-QM7b-1775,-1660.845799
AE-QM7b-1776,-1535.47823
AE-QM7b-1777,-1526.107106
AE-QM7b-1778,-1500.535368
AE-QM7b-1779,-1767.002264
AE-QM7b-1780,-1637.853888
AE-QM7b-1781,-1382.667676
AE-QM7b-1782,-1511.380922
AE-QM7b-1783,-1353.162943
AE-QM7b-1784,-1501.280239
AE-QM7b-1785,-1502.811227
AE-QM7b-1786,-1528.967491
AE-QM7b-1787,-1378.958889
AE-QM7b-1788,-1501.649643
AE-QM7b-1789,-1500.746391
AE-QM7b-1790,-1641.948534
AE-QM7b-1791,-1497.828866
AE-QM7b-1792,-1642.359987
AE-QM7b-1793,-1744.501537
AE-QM7b-1794,-1748.627765
AE-QM7b-1795,-1618.053031
AE-QM7b-1796,-1746.513318
AE-QM7b-1797,-1587.336571
AE-QM7b-1798,-1765.704958
AE-QM7b-1799,-1638.340304
AE-QM7b-1800,-1498.569269
AE-QM7b-1801,-1752.846524
AE-QM7b-1802,-1607.45086
AE-QM7b-1803,-1901.951321
AE-QM7b-1804,-1750.920629
AE-QM7b-1805,-1594.434822
AE-QM7b-1806,-1900.583157
AE-QM7b-1807,-1753.904394
AE-QM7b-1808,-1597.428777
AE-QM7b-1809,-1900.520639
AE-QM7b-1810,-1752.519739
AE-QM7b-1811,-1594.534031
AE-QM7b-1812,-1769.987189
AE-QM7b-1813,-1774.417931
AE-QM7b-1814,-1506.185028
AE-QM7b-1815,-1773.346514
AE-QM7b-1816,-1773.113647
AE-QM7b-1817,-1640.050808
AE-QM7b-1818,-1505.787907
AE-QM7b-1819,-1615.765224
AE-QM7b-1820,-1762.856496
AE-QM7b-1821,-1621.972666
AE-QM7b-1822,-1915.369437
AE-QM7b-1823,-1627.101656
AE-QM7b-1824,-1894.922653
AE-QM7b-1825,-1771.179112
AE-QM7b-1826,-1788.49288
AE-QM7b-1827,-1775.169604
AE-QM7b-1828,-1772.152965
AE-QM7b-1829,-1778.077773
AE-QM7b-1830,-1632.070269
AE-QM7b-1831,-1773.54311
AE-QM7b-1832,-1902.214357
AE-QM7b-1833,-1917.096369
AE-QM7b-1834,-1774.358513
AE-QM7b-1835,-1402.160932
AE-QM7b-1836,-1536.669902
AE-QM7b-1837,-1786.38612
AE-QM7b-1838,-1772.884082
AE-QM7b-1839,-1666.809964
AE-QM7b-1840,-1655.859039
AE-QM7b-1841,-1544.524219
AE-QM7b-1842,-1534.7563
AE-QM7b-1843,-1770.467229
AE-QM7b-1844,-1655.531376
AE-QM7b-1845,-1404.911045
AE-QM7b-1846,-1514.62815
AE-QM7b-1847,-1523.270699
AE-QM7b-1848,-1519.678049
AE-QM7b-1849,-1527.09932
AE-QM7b-1850,-1770.062822
AE-QM7b-1851,-1637.930946
AE-QM7b-1852,-1661.631044
AE-QM7b-1853,-1669.638547
AE-QM7b-1854,-1659.501286
AE-QM7b-1855,-1533.311732
AE-QM7b-1856,-1660.849633
AE-QM7b-1857,-1535.409066
AE-QM7b-1858,-1531.123309
AE-QM7b-1859,-1342.203076
AE-QM7b-1860,-1484.690936
AE-QM7b-1861,-1506.777397
AE-QM7b-1862,-1646.079725
AE-QM7b-1863,-1525.183434
AE-QM7b-1864,-1496.662369
AE-QM7b-1865,-1643.463019
AE-QM7b-1866,-1750.711928
AE-QM7b-1867,-1619.031014
AE-QM7b-1868,-1756.02371
AE-QM7b-1869,-1752.7794
AE-QM7b-1870,-1595.317537
AE-QM7b-1871,-1771.309244
AE-QM7b-1872,-1773.874658
AE-QM7b-1873,-1507.430509
AE-QM7b-1874,-1761.540798
AE-QM7b-1875,-1514.846427
AE-QM7b-1876,-1892.308237
AE-QM7b-1877,-1899.311755
AE-QM7b-1878,-1752.145509
AE-QM7b-1879,-1594.956171
AE-QM7b-1880,-1771.329016
AE-QM7b-1881,-1773.564646
AE-QM7b-1882,-1777.732195
AE-QM7b-1883,-1774.556427
AE-QM7b-1884,-1506.486989
AE-QM7b-1885,-1770.265292
AE-QM7b-1886,-1507.315989
AE-QM7b-1887,-1641.113522
AE-QM7b-1888,-1902.164603
AE-QM7b-1889,-1775.216887
AE-QM7b-1890,-1772.580326
AE-QM7b-1891,-1790.478287
AE-QM7b-1892,-1780.170351
AE-QM7b-1893,-1775.061285
AE-QM7b-1894,-1921.497951
AE-QM7b-1895,-1634.044857
AE-QM7b-1896,-1778.429978
AE-QM7b-1897,-1778.963575
AE-QM7b-1898,-1773.923452
AE-QM7b-1899,-1775.953883
AE-QM7b-1900,-1774.945454
AE-QM7b-1901,-1407.801631
AE-QM7b-1902,-1665.729228
AE-QM7b-1903,-1523.747714
AE-QM7b-1904,-1525.458965
AE-QM7b-1905,-1536.446511
AE-QM7b-1906,-1789.180479
AE-QM7b-1907,-1780.673929
AE-QM7b-1908,-1502.084309
AE-QM7b-1909,-1521.906852
AE-QM7b-1910,-1662.48537
AE-QM7b-1911,-1388.526446
AE-QM7b-1912,-1385.344002
AE-QM7b-1913,-1526.666098
AE-QM7b-1914,-1542.891506
AE-QM7b-1915,-1533.733922
AE-QM7b-1916,-1490.67936
AE-QM7b-1917,-1496.75886
AE-QM7b-1918,-1362.576103
AE-QM7b-1919,-1503.519464
AE-QM7b-1920,-1643.151382
AE-QM7b-1921,-1500.3963
AE-QM7b-1922,-1646.592269
AE-QM7b-1923,-1503.007987
AE-QM7b-1924,-1512.928226
AE-QM7b-1925,-1502.61335
AE-QM7b-1926,-1500.763722
AE-QM7b-1927,-1901.052134
AE-QM7b-1928,-1490.141025
AE-QM7b-1929,-1331.798945
AE-QM7b-1930,-1901.477889
AE-QM7b-1931,-1637.698732
AE-QM7b-1932,-1895.679573
AE-QM7b-1933,-1895.719319
AE-QM7b-1934,-1905.029744
AE-QM7b-1935,-1900.63145
AE-QM7b-1936,-1900.147262
AE-QM7b-1937,-1916.491287
AE-QM7b-1938,-1767.838775
AE-QM7b-1939,-1610.579301
AE-QM7b-1940,-1900.422523
AE-QM7b-1941,-1898.603743
AE-QM7b-1942,-1901.487289
AE-QM7b-1943,-1515.78578
AE-QM7b-1944,-1357.037021
AE-QM7b-1945,-1659.199947
AE-QM7b-1946,-1896.060762
AE-QM7b-1947,-1891.836041
AE-QM7b-1948,-1894.459983
AE-QM7b-1949,-1914.388393
AE-QM7b-1950,-1767.102702
AE-QM7b-1951,-1629.106729
AE-QM7b-1952,-1611.150228
AE-QM7b-1953,-1470.013427
AE-QM7b-1954,-1772.355373
AE-QM7b-1955,-1772.302361
AE-QM7b-1956,-1897.525875
AE-QM7b-1957,-1902.711308
AE-QM7b-1958,-1514.428698
AE-QM7b-1959,-1356.895325
AE-QM7b-1960,-1658.013257
AE-QM7b-1961,-1384.44036
AE-QM7b-1962,-1223.877333
AE-QM7b-1963,-1529.288735
AE-QM7b-1964,-1493.436031
AE-QM7b-1965,-1336.008517
AE-QM7b-1966,-1642.444255
AE-QM7b-1967,-1894.142441
AE-QM7b-1968,-1486.650772
AE-QM7b-1969,-1630.929242
AE-QM7b-1970,-1462.709424
AE-QM7b-1971,-1609.47226
AE-QM7b-1972,-1898.403877
AE-QM7b-1973,-1900.924908
AE-QM7b-1974,-1771.782488
AE-QM7b-1975,-1899.297874
AE-QM7b-1976,-1893.597505
AE-QM7b-1977,-1510.390447
AE-QM7b-1978,-1353.453195
AE-QM7b-1979,-1520.407666
AE-QM7b-1980,-1771.952811
AE-QM7b-1981,-1659.675525
AE-QM7b-1982,-1539.324811
AE-QM7b-1983,-1395.533596
AE-QM7b-1984,-1235.15786
AE-QM7b-1985,-1351.649092
AE-QM7b-1986,-1492.975939
AE-QM7b-1987,-1192.665347
AE-QM7b-1988,-1334.572452
AE-QM7b-1989,-1499.772424
AE-QM7b-1990,-1500.198191
AE-QM7b-1991,-1640.568297
AE-QM7b-1992,-1382.817888
AE-QM7b-1993,-1225.120693
AE-QM7b-1994,-1527.105947
AE-QM7b-1995,-1899.665616
AE-QM7b-1996,-1606.052331
AE-QM7b-1997,-1445.817708
AE-QM7b-1998,-1287.127013
AE-QM7b-1999,-1900.608427
AE-QM7b-2000,-1753.094419
AE-QM7b-2001,-1593.063684
AE-QM7b-2002,-1772.435712
AE-QM7b-2003,-1356.217101
AE-QM7b-2004,-1196.713243
AE-QM7b-2005,-1503.941222
AE-QM7b-2006,-1898.154093
AE-QM7b-2007,-1903.384575
AE-QM7b-2008,-1772.170598
AE-QM7b-2009,-1776.048184
AE-QM7b-2010,-1623.175451
AE-QM7b-2011,-1464.271448
AE-QM7b-2012,-1903.571646
AE-QM7b-2013,-1771.293123
AE-QM7b-2014,-1517.402887
AE-QM7b-2015,-1354.639853
AE-QM7b-2016,-1663.344039
AE-QM7b-2017,-1395.87428
AE-QM7b-2018,-1234.519069
AE-QM7b-2019,-1540.981732
AE-QM7b-2020,-1772.623091
AE-QM7b-2021,-1501.475969
AE-QM7b-2022,-1361.298652
AE-QM7b-2023,-1339.483962
AE-QM7b-2024,-1198.737392
AE-QM7b-2025,-1645.047501
AE-QM7b-2026,-1506.157914
AE-QM7b-2027,-1899.939245
AE-QM7b-2028,-1756.234413
AE-QM7b-2029,-1756.16988
AE-QM7b-2030,-1900.779948
AE-QM7b-2031,-1602.876231
AE-QM7b-2032,-1898.679363
AE-QM7b-2033,-1752.118401
AE-QM7b-2034,-1595.632086
AE-QM7b-2035,-1754.554518
AE-QM7b-2036,-1754.707146
AE-QM7b-2037,-1899.997157
AE-QM7b-2038,-1899.342741
AE-QM7b-2039,-1598.539288
AE-QM7b-2040,-1898.93492
AE-QM7b-2041,-1892.286225
AE-QM7b-2042,-1748.465618
AE-QM7b-2043,-1893.134991
AE-QM7b-2044,-1591.880935
AE-QM7b-2045,-1896.305683
AE-QM7b-2046,-1749.831705
AE-QM7b-2047,-1593.122488
AE-QM7b-2048,-1750.374928
AE-QM7b-2049,-1752.181233
AE-QM7b-2050,-1896.83035
AE-QM7b-2051,-1597.017907
AE-QM7b-2052,-1899.516496
AE-QM7b-2053,-1755.389436
AE-QM7b-2054,-1900.305763
AE-QM7b-2055,-1601.114516
AE-QM7b-2056,-1903.235562
AE-QM7b-2057,-1900.990018
AE-QM7b-2058,-1895.760878
AE-QM7b-2059,-1749.248227
AE-QM7b-2060,-1446.893161
AE-QM7b-2061,-1609.414913
AE-QM7b-2062,-1608.159838
AE-QM7b-2063,-1449.686779
AE-QM7b-2064,-1592.548385
AE-QM7b-2065,-1449.910195
AE-QM7b-2066,-1292.018505
AE-QM7b-2067,-1752.841661
AE-QM7b-2068,-1753.081593
AE-QM7b-2069,-1752.625706
AE-QM7b-2070,-1750.425561
AE-QM7b-2071,-1896.561999
AE-QM7b-2072,-1754.443118
AE-QM7b-2073,-1897.653628
AE-QM7b-2074,-1592.71579
AE-QM7b-2075,-1598.514991
AE-QM7b-2076,-1752.59568
AE-QM7b-2077,-1750.780634
AE-QM7b-2078,-1896.803801
AE-QM7b-2079,-1595.666247
AE-QM7b-2080,-2048.456523
AE-QM7b-2081,-1333.030702
AE-QM7b-2082,-1495.887516
AE-QM7b-2083,-1494.937307
AE-QM7b-2084,-1487.934656
AE-QM7b-2085,-1326.979935
AE-QM7b-2086,-1335.810722
AE-QM7b-2087,-1493.482284
AE-QM7b-2088,-1492.246091
AE-QM7b-2089,-1334.589438
AE-QM7b-2090,-1638.960979
AE-QM7b-2091,-1335.536296
AE-QM7b-2092,-1162.920336
AE-QM7b-2093,-1177.04937
AE-QM7b-2094,-1334.709994
AE-QM7b-2095,-1173.88742
AE-QM7b-2096,-1481.601763
AE-QM7b-2097,-1904.27022
AE-QM7b-2098,-1498.137635
AE-QM7b-2099,-1905.544629
AE-QM7b-2100,-1906.383531
AE-QM7b-2101,-1642.247752
AE-QM7b-2102,-1337.239672
AE-QM7b-2103,-1764.198034
AE-QM7b-2104,-1500.980066
AE-QM7b-2105,-1762.921091
AE-QM7b-2106,-1498.839484
AE-QM7b-2107,-1904.9029
AE-QM7b-2108,-1907.483745
AE-QM7b-2109,-1639.926198
AE-QM7b-2110,-1605.679099
AE-QM7b-2111,-1340.322588
AE-QM7b-2112,-1906.484867
AE-QM7b-2113,-1641.341569
AE-QM7b-2114,-1904.306879
AE-QM7b-2115,-1763.900228
AE-QM7b-2116,-1499.967289
AE-QM7b-2117,-1760.119259
AE-QM7b-2118,-1497.766467
AE-QM7b-2119,-1904.907167
AE-QM7b-2120,-1605.376931
AE-QM7b-2121,-1339.098123
AE-QM7b-2122,-1640.922579
AE-QM7b-2123,-1498.843061
AE-QM7b-2124,-1339.514358
AE-QM7b-2125,-1761.454805
AE-QM7b-2126,-1500.490275
AE-QM7b-2127,-2048.475813
AE-QM7b-2128,-1906.203281
AE-QM7b-2129,-1905.378761
AE-QM7b-2130,-1645.15894
AE-QM7b-2131,-1642.017917
AE-QM7b-2132,-1638.320167
AE-QM7b-2133,-2048.379284
AE-QM7b-2134,-1787.554744
AE-QM7b-2135,-1477.178206
AE-QM7b-2136,-1904.981457
AE-QM7b-2137,-1641.642457
AE-QM7b-2138,-1903.733931
AE-QM7b-2139,-1640.4046
AE-QM7b-2140,-2047.399507
AE-QM7b-2141,-2050.111129
AE-QM7b-2142,-1785.845683
AE-QM7b-2143,-1748.595191
AE-QM7b-2144,-1483.573397
AE-QM7b-2145,-2050.559882
AE-QM7b-2146,-1785.797409
AE-QM7b-2147,-1638.533154
AE-QM7b-2148,-1480.147142
AE-QM7b-2149,-1750.718103
AE-QM7b-2150,-1607.901771
AE-QM7b-2151,-1342.899868
AE-QM7b-2152,-1606.678397
AE-QM7b-2153,-1339.427706
AE-QM7b-2154,-1751.198877
AE-QM7b-2155,-1752.051076
AE-QM7b-2156,-1483.37813
AE-QM7b-2157,-1451.93853
AE-QM7b-2158,-1184.611484
AE-QM7b-2159,-1753.046628
AE-QM7b-2160,-1486.75832
AE-QM7b-2161,-1904.367245
AE-QM7b-2162,-1905.799652
AE-QM7b-2163,-1642.656319
AE-QM7b-2164,-1905.501607
AE-QM7b-2165,-1639.848752
AE-QM7b-2166,-1903.954938
AE-QM7b-2167,-1904.597714
AE-QM7b-2168,-1639.764917
AE-QM7b-2169,-1642.936236
AE-QM7b-2170,-1637.523245
AE-QM7b-2171,-2047.288677
AE-QM7b-2172,-1904.877518
AE-QM7b-2173,-1645.138652
AE-QM7b-2174,-2048.209425
AE-QM7b-2175,-1785.10149
AE-QM7b-2176,-2048.837606
AE-QM7b-2177,-1785.953934
AE-QM7b-2178,-1476.691132
AE-QM7b-2179,-2046.852638
AE-QM7b-2180,-1786.306597
AE-QM7b-2181,-1750.653188
AE-QM7b-2182,-1749.988794
AE-QM7b-2183,-1482.427043
AE-QM7b-2184,-1904.490876
AE-QM7b-2185,-1641.019127
AE-QM7b-2186,-1904.07774
AE-QM7b-2187,-1640.221677
AE-QM7b-2188,-2047.860025
AE-QM7b-2189,-2051.306899
AE-QM7b-2190,-1786.012285
AE-QM7b-2191,-1748.263788
AE-QM7b-2192,-1483.292627
AE-QM7b-2193,-2050.223672
AE-QM7b-2194,-1785.496453
AE-QM7b-2195,-2042.469398
AE-QM7b-2196,-1898.40987
AE-QM7b-2197,-1898.347094
AE-QM7b-2198,-2041.619684
AE-QM7b-2199,-2043.110493
AE-QM7b-2200,-2042.297638
AE-QM7b-2201,-1742.437573
AE-QM7b-2202,-2043.207956
AE-QM7b-2203,-1631.915646
AE-QM7b-2204,-1657.823324
AE-QM7b-2205,-1632.99795
AE-QM7b-2206,-1626.467614
AE-QM7b-2207,-1656.860239
AE-QM7b-2208,-1628.954446
AE-QM7b-2209,-1626.793533
AE-QM7b-2210,-1657.43079
AE-QM7b-2211,-1623.58912
AE-QM7b-2212,-1653.862394
AE-QM7b-2213,-1631.751422
AE-QM7b-2214,-1657.978945
AE-QM7b-2215,-1771.534768
AE-QM7b-2216,-1799.240268
AE-QM7b-2217,-1774.333149
AE-QM7b-2218,-1771.018521
AE-QM7b-2219,-1800.614933
AE-QM7b-2220,-1495.819758
AE-QM7b-2221,-1626.393707
AE-QM7b-2222,-1469.973913
AE-QM7b-2223,-1475.284961
AE-QM7b-2224,-1471.521499
AE-QM7b-2225,-1502.208623
AE-QM7b-2226,-1629.769297
AE-QM7b-2227,-1656.878022
AE-QM7b-2228,-1629.291566
AE-QM7b-2229,-1655.549937
AE-QM7b-2230,-1626.693051
AE-QM7b-2231,-1770.753621
AE-QM7b-2232,-1799.757582
AE-QM7b-2233,-1772.444974
AE-QM7b-2234,-1470.929312
AE-QM7b-2235,-1499.981126
AE-QM7b-2236,-1774.226737
AE-QM7b-2237,-1770.141536
AE-QM7b-2238,-1799.760838
AE-QM7b-2239,-1890.422309
AE-QM7b-2240,-1743.743558
AE-QM7b-2241,-1587.078762
AE-QM7b-2242,-1746.111748
AE-QM7b-2243,-1746.488576
AE-QM7b-2244,-1745.413374
AE-QM7b-2245,-1891.186224
AE-QM7b-2246,-1891.276936
AE-QM7b-2247,-1586.073426
AE-QM7b-2248,-1590.017063
AE-QM7b-2249,-1892.275394
AE-QM7b-2250,-2044.233823
AE-QM7b-2251,-1334.541202
AE-QM7b-2252,-1760.423529
AE-QM7b-2253,-1601.560389
AE-QM7b-2254,-1758.413511
AE-QM7b-2255,-1598.896413
AE-QM7b-2256,-1893.901511
AE-QM7b-2257,-1757.964288
AE-QM7b-2258,-1599.491574
AE-QM7b-2259,-1339.97423
AE-QM7b-2260,-1602.67843
AE-QM7b-2261,-1890.494923
AE-QM7b-2262,-1902.153935
AE-QM7b-2263,-1746.502161
AE-QM7b-2264,-1902.285397
AE-QM7b-2265,-1744.401871
AE-QM7b-2266,-2037.867862
AE-QM7b-2267,-1731.761174
AE-QM7b-2268,-1639.00397
AE-QM7b-2269,-1480.167066
AE-QM7b-2270,-1902.185668
AE-QM7b-2271,-1744.549993
AE-QM7b-2272,-1602.362965
AE-QM7b-2273,-1442.301483
AE-QM7b-2274,-1738.258548
AE-QM7b-2275,-2050.075349
AE-QM7b-2276,-1904.233229
AE-QM7b-2277,-1744.965224
AE-QM7b-2278,-2036.695925
AE-QM7b-2279,-1904.402642
AE-QM7b-2280,-1901.785767
AE-QM7b-2281,-1745.470458
AE-QM7b-2282,-2049.763656
AE-QM7b-2283,-1901.751681
AE-QM7b-2284,-1744.343952
AE-QM7b-2285,-2037.071441
AE-QM7b-2286,-1242.433381
AE-QM7b-2287,-1505.728087
AE-QM7b-2288,-1503.817202
AE-QM7b-2289,-1235.07685
AE-QM7b-2290,-1644.084002
AE-QM7b-2291,-1069.504686
AE-QM7b-2292,-1649.85649
AE-QM7b-2293,-1243.616482
AE-QM7b-2294,-1777.464151
AE-QM7b-2295,-1778.91982
AE-QM7b-2296,-1645.007799
AE-QM7b-2297,-1778.108709
AE-QM7b-2298,-1645.16716
AE-QM7b-2299,-1246.046738
AE-QM7b-2300,-1650.557705
AE-QM7b-2301,-1791.070637
AE-QM7b-2302,-1385.892728
AE-QM7b-2303,-1920.958067
AE-QM7b-2304,-1921.836822
AE-QM7b-2305,-1790.588959
AE-QM7b-2306,-1389.903351
AE-QM7b-2307,-1625.264578
AE-QM7b-2308,-1488.296493
AE-QM7b-2309,-1648.284005
AE-QM7b-2310,-1648.791241
AE-QM7b-2311,-1523.438964
AE-QM7b-2312,-1923.99291
AE-QM7b-2313,-1790.784151
AE-QM7b-2314,-1385.310964
AE-QM7b-2315,-1919.908216
AE-QM7b-2316,-1922.377924
AE-QM7b-2317,-1789.755949
AE-QM7b-2318,-1479.535239
AE-QM7b-2319,-1615.676088
AE-QM7b-2320,-1486.507494
AE-QM7b-2321,-1618.690995
AE-QM7b-2322,-1486.034093
AE-QM7b-2323,-1618.720418
AE-QM7b-2324,-1484.822278
AE-QM7b-2325,-1766.231012
AE-QM7b-2326,-1627.441643
AE-QM7b-2327,-1762.981005
AE-QM7b-2328,-1326.63494
AE-QM7b-2329,-1462.584338
AE-QM7b-2330,-1769.042427
AE-QM7b-2331,-1630.040453
AE-QM7b-2332,-1763.763401
AE-QM7b-2333,-1914.07028
AE-QM7b-2334,-1765.086924
AE-QM7b-2335,-1626.705702
AE-QM7b-2336,-1794.703007
AE-QM7b-2337,-1762.428783
AE-QM7b-2338,-1893.905415
AE-QM7b-2339,-1896.455806
AE-QM7b-2340,-1893.836653
AE-QM7b-2341,-1746.92816
AE-QM7b-2342,-1587.884858
AE-QM7b-2343,-1896.08654
AE-QM7b-2344,-1895.773535
AE-QM7b-2345,-1748.905341
AE-QM7b-2346,-1490.056595
AE-QM7b-2347,-1589.958837
AE-QM7b-2348,-1897.219151
AE-QM7b-2349,-1900.843753
AE-QM7b-2350,-1636.054687
AE-QM7b-2351,-1899.699978
AE-QM7b-2352,-1899.861817
AE-QM7b-2353,-1357.181347
AE-QM7b-2354,-1770.311219
AE-QM7b-2355,-1504.861016
AE-QM7b-2356,-1769.407621
AE-QM7b-2357,-1770.445028
AE-QM7b-2358,-2044.137081
AE-QM7b-2359,-1750.340453
AE-QM7b-2360,-1591.206903
AE-QM7b-2361,-1431.815381
AE-QM7b-2362,-1905.006238
AE-QM7b-2363,-1747.660061
AE-QM7b-2364,-2046.441203
AE-QM7b-2365,-1898.667805
AE-QM7b-2366,-1739.889842
AE-QM7b-2367,-1640.375691
AE-QM7b-2368,-1762.210789
AE-QM7b-2369,-1603.870001
AE-QM7b-2370,-1904.082252
AE-QM7b-2371,-1902.001954
AE-QM7b-2372,-1745.82277
AE-QM7b-2373,-1904.899261
AE-QM7b-2374,-2048.904592
AE-QM7b-2375,-1904.741318
AE-QM7b-2376,-1750.147326
AE-QM7b-2377,-1903.204168
AE-QM7b-2378,-1746.883859
AE-QM7b-2379,-1896.558579
AE-QM7b-2380,-1739.584851
AE-QM7b-2381,-2037.474066
AE-QM7b-2382,-2045.647588
AE-QM7b-2383,-1897.29602
AE-QM7b-2384,-1738.381488
AE-QM7b-2385,-1916.556152
AE-QM7b-2386,-1503.92517
AE-QM7b-2387,-1344.226548
AE-QM7b-2388,-1643.699148
AE-QM7b-2389,-1653.919641
AE-QM7b-2390,-1651.885138
AE-QM7b-2391,-1917.990756
AE-QM7b-2392,-1923.190622
AE-QM7b-2393,-1785.272942
AE-QM7b-2394,-1796.935017
AE-QM7b-2395,-1652.750201
AE-QM7b-2396,-1920.193931
AE-QM7b-2397,-1776.847209
AE-QM7b-2398,-1921.778521
AE-QM7b-2399,-1528.428234
AE-QM7b-2400,-1924.432275
AE-QM7b-2401,-1651.816834
AE-QM7b-2402,-1784.119874
AE-QM7b-2403,-1795.038339
AE-QM7b-2404,-1651.191986
AE-QM7b-2405,-1646.142406
AE-QM7b-2406,-1759.620733
AE-QM7b-2407,-1915.703789
AE-QM7b-2408,-1785.08269
AE-QM7b-2409,-1785.637998
AE-QM7b-2410,-1757.876594
AE-QM7b-2411,-1408.790601
AE-QM7b-2412,-1406.452939
AE-QM7b-2413,-1467.332057
AE-QM7b-2414,-1489.858398
AE-QM7b-2415,-1304.316278
AE-QM7b-2416,-1615.740978
AE-QM7b-2417,-1497.428211
AE-QM7b-2418,-1764.495979
AE-QM7b-2419,-1611.904907
AE-QM7b-2420,-1635.842679
AE-QM7b-2421,-1465.840846
AE-QM7b-2422,-1643.673891
AE-QM7b-2423,-1908.578273
AE-QM7b-2424,-1633.379874
AE-QM7b-2425,-1761.029345
AE-QM7b-2426,-1786.148083
AE-QM7b-2427,-1652.475292
AE-QM7b-2428,-1467.499995
AE-QM7b-2429,-1767.116143
AE-QM7b-2430,-1894.231032
AE-QM7b-2431,-1747.597894
AE-QM7b-2432,-1587.621068
AE-QM7b-2433,-1766.030205
AE-QM7b-2434,-1498.437675
AE-QM7b-2435,-1897.781055
AE-QM7b-2436,-1894.314578
AE-QM7b-2437,-1654.052583
AE-QM7b-2438,-1509.156305
AE-QM7b-2439,-1911.873223
AE-QM7b-2440,-1766.213888
AE-QM7b-2441,-1895.301747
AE-QM7b-2442,-1525.413515
AE-QM7b-2443,-1379.441476
AE-QM7b-2444,-1638.635243
AE-QM7b-2445,-1534.236332
AE-QM7b-2446,-1387.756035
AE-QM7b-2447,-1510.965547
AE-QM7b-2448,-1768.537418
AE-QM7b-2449,-1654.514752
AE-QM7b-2450,-1897.325626
AE-QM7b-2451,-1902.27756
AE-QM7b-2452,-1768.61307
AE-QM7b-2453,-1773.625326
AE-QM7b-2454,-1897.979716
AE-QM7b-2455,-1902.912888
AE-QM7b-2456,-1901.454878
AE-QM7b-2457,-1897.379171
AE-QM7b-2458,-1772.435819
AE-QM7b-2459,-1771.269466
AE-QM7b-2460,-1764.872657
AE-QM7b-2461,-1764.066692
AE-QM7b-2462,-1770.337191
AE-QM7b-2463,-1772.603952
AE-QM7b-2464,-1776.066294
AE-QM7b-2465,-1895.314265
AE-QM7b-2466,-1900.784466
AE-QM7b-2467,-1889.740326
AE-QM7b-2468,-1764.255401
AE-QM7b-2469,-1769.69486
AE-QM7b-2470,-1757.249618
AE-QM7b-2471,-1599.657542
AE-QM7b-2472,-1437.75993
AE-QM7b-2473,-1906.558542
AE-QM7b-2474,-1762.381595
AE-QM7b-2475,-1602.037912
AE-QM7b-2476,-1759.717148
AE-QM7b-2477,-1602.507322
AE-QM7b-2478,-2049.310047
AE-QM7b-2479,-1903.494809
AE-QM7b-2480,-1744.763325
AE-QM7b-2481,-1603.982117
AE-QM7b-2482,-1446.550023
AE-QM7b-2483,-1906.530524
AE-QM7b-2484,-1903.786516
AE-QM7b-2485,-1747.521546
AE-QM7b-2486,-2036.880743
AE-QM7b-2487,-1891.179567
AE-QM7b-2488,-1733.735606
AE-QM7b-2489,-2036.888819
AE-QM7b-2490,-2044.296229
AE-QM7b-2491,-2045.773157
AE-QM7b-2492,-1898.562597
AE-QM7b-2493,-1741.320725
AE-QM7b-2494,-1900.402957
AE-QM7b-2495,-2044.83708
AE-QM7b-2496,-1900.621824
AE-QM7b-2497,-1744.569119
AE-QM7b-2498,-1897.535588
AE-QM7b-2499,-1740.850675
AE-QM7b-2500,-1916.132299
AE-QM7b-2501,-1498.044589
AE-QM7b-2502,-1922.006022
AE-QM7b-2503,-1527.95563
AE-QM7b-2504,-1776.729389
AE-QM7b-2505,-1776.980986
AE-QM7b-2506,-1921.468703
AE-QM7b-2507,-1925.712644
AE-QM7b-2508,-1619.807555
AE-QM7b-2509,-1923.320182
AE-QM7b-2510,-1642.711615
