System label,Subset,Prediction,Reference
AE-QM7b-3345,Training,-1561.694214,-1561.754297
AE-QM7b-638,Training,-1357.701172,-1357.777161
AE-QM7b-6358,Training,-1448.720093,-1448.76002
AE-QM7b-4584,Training,-1343.011963,-1342.970124
AE-QM7b-1602,Training,-1462.517456,-1459.929862
AE-QM7b-2888,Training,-1773.917114,-1773.452474
AE-QM7b-5060,Training,-1587.949707,-1587.052293
AE-QM7b-2378,Training,-1746.972168,-1746.883859
AE-QM7b-5727,Training,-1544.182983,-1544.392952
AE-QM7b-537,Training,-1618.774048,-1617.735741
AE-QM7b-2340,Training,-1894.198364,-1893.836653
AE-QM7b-2846,Training,-1366.095703,-1365.382836
IE-ARION583-63,Training,-0.344696045,-0.479
AE-QM7b-4767,Training,-1580.328125,-1580.059237
AE-QM7b-6588,Training,-1343.96814,-1343.342961
AE-QM7b-766,Training,-1383.122559,-1383.120213
AE-QM7b-6074,Training,-1404.522339,-1405.048726
AE-QM7b-2985,Training,-1392.120239,-1392.919758
IE-ARION583-117,Training,-4.672546387,-4.703
AE-QM7b-6260,Training,-1445.578125,-1444.920894
IE-ARION583-468,Training,-12.35160828,-12.44
AE-QM7b-2897,Training,-1511.041748,-1511.440171
AE-QM7b-351,Training,-1608.768311,-1608.306554
IE-HAL59-16,Training,-2.604370117,-4.32
AE-QM7b-2736,Training,-1639.751343,-1639.88034
AE-QM7b-2783,Training,-1632.57019,-1631.847053
AE-QM7b-6084,Training,-1334.259155,-1334.91884
AE-QM7b-935,Training,-1382.490601,-1381.63497
AE-QM7b-2303,Training,-1921.832764,-1920.958067
IE-S22TRM-17,Training,-11.71966553,-13.1825758
AE-QM7b-5480,Training,-1439.344971,-1439.873159
IE-SSI-100ASN-113LYS-1,Training,-0.847377777,-0.952
AE-TAE140-90,Training,-165.1285553,-166.229
AE-QM7b-2114,Training,-1904.27124,-1904.306879
AE-QM7b-3933,Training,-1789.52417,-1789.175678
IE-ARION583-3,Training,-0.957489014,-0.625
IE-ARION583-200,Training,-4.691696167,-4.403
AE-QM7b-572,Training,-1357.528809,-1357.786009
AE-QM7b-6610,Training,-1233.281128,-1233.209533
AE-QM7b-1492,Training,-2029.952393,-2029.940296
AE-QM7b-3223,Training,-1712.578003,-1712.365076
AE-QM7b-6006,Training,-1389.7948,-1389.380804
AE-QM7b-5305,Training,-1309.804932,-1310.03005
AE-QM7b-3805,Training,-1509.970703,-1509.940778
IE-S22TRM-3,Training,-4.155502319,-3.74684663
IE-ARION583-308,Training,-18.86253357,-17.727
AE-QM7b-674,Training,-1289.553955,-1288.239444
AE-QM7b-796,Training,-1689.294312,-1687.863794
AE-QM7b-4452,Training,-1356.961182,-1356.191725
AE-QM7b-6346,Training,-1298.008667,-1297.860464
AE-QM7b-518,Training,-1631.797119,-1631.652803
IE-ARION583-501,Training,-19.22637939,-17.629
AE-QM7b-3228,Training,-1711.56311,-1711.178938
AE-QM7b-6903,Training,-1174.69104,-1174.727182
IE-SSI-079THR-089LEU-2,Training,-0.268096924,-0.399
IE-ARION583-122,Training,-3.456535339,-3.725
AE-QM7b-5348,Training,-1849.885864,-1849.833651
AE-QM7b-7103,Training,-1211.613159,-1210.668841
IE-AHB21-2,Training,-65.43959045,-65.68
AE-QM7b-4662,Training,-1425.691162,-1426.127461
AE-QM7b-6475,Training,-1549.803345,-1548.819339
AE-QM7b-716,Training,-1536.246826,-1535.555162
AE-QM7b-1630,Training,-1755.934326,-1755.626833
IE-ARION583-131,Training,-18.70933533,-16.777
AE-QM7b-6493,Training,-1439.727905,-1439.462634
IE-IL174-131,Training,-78.32260132,-78.125
AE-QM7b-2152,Training,-1606.390991,-1606.678397
AE-QM7b-4818,Training,-1569.699951,-1570.141408
AE-QM7b-4220,Training,-1642.33667,-1642.098419
AE-QM7b-4794,Training,-1377.002808,-1377.20813
AE-QM7b-1740,Training,-1608.269165,-1607.889208
AE-QM7b-1710,Training,-1511.483521,-1512.985906
IE-ARION583-448,Training,-7.142868042,-6.719
IE-ARION583-508,Training,-8.272705078,-8.922
AE-QM7b-4783,Training,-1288.049561,-1287.549937
IE-ARION583-326,Training,-8.196105957,-8.597
AE-QM7b-434,Training,-1755.496582,-1755.21307
AE-QM7b-5599,Training,-1612.174194,-1612.393255
AE-QM7b-2318,Training,-1478.718262,-1479.535239
AE-QM7b-7194,Training,-1134.133179,-1134.158705
AE-QM7b-2374,Training,-2049.390869,-2048.904592
AE-QM7b-2730,Training,-1345.988403,-1345.938483
AE-QM7b-4203,Training,-1503.823608,-1503.290325
AE-QM7b-7155,Training,-1294.226563,-1292.86571
AE-QM7b-3430,Training,-1511.655884,-1511.351285
AE-QM7b-3265,Training,-1708.345947,-1708.282434
AE-QM7b-6189,Training,-1452.24231,-1452.16593
AE-QM7b-2312,Training,-1924.762695,-1923.99291
AE-TAE140-46,Training,-436.5096741,-437.668
AE-QM7b-6295,Training,-1705.292725,-1705.805304
AE-QM7b-4690,Training,-1246.934937,-1248.295552
AE-QM7b-6356,Training,-1452.090454,-1452.613478
AE-QM7b-7109,Training,-1387.163086,-1385.85696
AE-QM7b-381,Training,-1205.955566,-1204.583109
AE-QM7b-6451,Training,-1440.33252,-1440.055844
AE-QM7b-3253,Training,-1525.673462,-1525.866716
AE-QM7b-962,Training,-1262.161621,-1261.464794
AE-QM7b-3817,Training,-1517.802856,-1517.758361
AE-QM7b-5750,Training,-1698.657349,-1698.1219
AE-QM7b-5224,Training,-1428.104004,-1428.701485
AE-QM7b-1153,Training,-1126.291382,-1127.404407
IE-ARION583-79,Training,-2.12562561,-1.473
IE-ARION583-46,Training,-7.391815186,-7.214
AE-QM7b-4217,Training,-1500.012817,-1499.759931
AE-QM7b-4406,Training,-1516.079468,-1516.121155
AE-QM7b-480,Training,-1757.038086,-1756.679927
AE-QM7b-3532,Training,-1499.687256,-1499.829119
AE-QM7b-5506,Training,-1606.287109,-1606.310373
AE-QM7b-1509,Training,-1873.361938,-1873.46163
AE-QM7b-7113,Training,-1224.444702,-1225.379801
AE-QM7b-5092,Training,-1589.903076,-1589.83023
IE-HAL59-18,Training,-1.072387695,-1.16
AE-QM7b-2524,Training,-1764.782715,-1764.353153
AE-QM7b-5106,Training,-1857.775513,-1857.495124
AE-QM7b-2348,Training,-1897.683716,-1897.219151
AE-QM7b-1906,Training,-1789.677368,-1789.180479
AE-QM7b-2244,Training,-1745.440186,-1745.413374
AE-QM7b-2290,Training,-1643.485596,-1644.084002
AE-TAE140-5,Training,-283.2961731,-281.287
AE-QM7b-4684,Training,-1559.512329,-1558.736735
AE-QM7b-3315,Training,-1834.736816,-1834.376194
IE-SSI-155PRO-170TRP-1,Training,-0.785140991,-1.268
AE-QM7b-19,Training,-1296.730957,-1296.741231
AE-QM7b-6836,Training,-1299.272461,-1297.716709
AE-QM7b-2763,Training,-1640.82373,-1640.313092
AE-QM7b-6218,Training,-1160.453247,-1160.492107
AE-QM7b-6601,Training,-1219.453613,-1219.585307
AE-QM7b-5000,Training,-1704.976807,-1704.984009
AE-QM7b-936,Training,-1490.373535,-1490.003966
AE-QM7b-2439,Training,-1912.831177,-1911.873223
AE-QM7b-3317,Training,-1523.26062,-1523.743579
AE-QM7b-5061,Training,-1857.392578,-1856.547915
AE-TAE140-73,Training,-296.096283,-298.203
AE-QM7b-3039,Training,-1097.410767,-1096.933734
AE-QM7b-4507,Training,-1344.456421,-1345.005066
AE-QM7b-1947,Training,-1892.93457,-1891.836041
AE-QM7b-6804,Training,-1281.788696,-1282.647357
AE-QM7b-4139,Training,-1681.057495,-1680.203476
AE-QM7b-1103,Training,-1406.419434,-1406.073268
AE-QM7b-3207,Training,-1709.111938,-1709.681998
AE-QM7b-3238,Training,-1713.114258,-1712.767914
AE-QM7b-2441,Training,-1896.075073,-1895.301747
AE-QM7b-6755,Training,-1452.607422,-1452.433058
IE-ARION583-170,Training,-15.4347229,-15.646
AE-QM7b-2721,Training,-1337.064575,-1338.075155
AE-QM7b-1921,Training,-1501.621338,-1500.3963
IE-ARION583-413,Training,-3.446960449,-2.858
AE-QM7b-1628,Training,-1606.180298,-1606.605143
AE-QM7b-452,Training,-1454.226807,-1454.898166
IE-SSI-159ALA-197TYR-1,Training,-0.172348022,-0.523
AE-QM7b-5694,Training,-1721.924316,-1722.330087
AE-QM7b-6852,Training,-1409.490356,-1406.932835
AE-QM7b-2260,Training,-1602.9823,-1602.67843
AE-QM7b-273,Training,-979.3223877,-977.0939134
AE-QM7b-3157,Training,-1492.908203,-1491.952745
IE-ARION583-141,Training,-3.360786438,-3.885
AE-QM7b-3235,Training,-1566.558228,-1566.379063
AE-QM7b-3896,Training,-1835.349609,-1835.580184
AE-TAE140-18,Training,-82.23285675,-84.221
AE-QM7b-6039,Training,-1353.065552,-1353.334998
AE-QM7b-6941,Training,-1547.676514,-1546.293407
AE-QM7b-5624,Training,-1348.908691,-1349.161357
AE-QM7b-574,Training,-1491.560791,-1491.395065
AE-QM7b-2873,Training,-1627.208252,-1626.670612
AE-QM7b-4977,Training,-1154.486694,-1153.959926
AE-QM7b-5921,Training,-1706.010864,-1705.610815
AE-QM7b-5929,Training,-1576.593872,-1576.244916
AE-QM7b-2102,Training,-1336.776123,-1337.239672
AE-QM7b-2600,Training,-1522.322266,-1522.375453
AE-QM7b-4699,Training,-1700.629761,-1700.81385
AE-QM7b-3499,Training,-1705.109619,-1704.724204
AE-QM7b-4594,Training,-1545.437256,-1545.044965
AE-QM7b-3058,Training,-1536.856934,-1536.148447
AE-QM7b-4305,Training,-1530.748169,-1531.79015
IE-ARION583-112,Training,-13.65379333,-13.449
AE-QM7b-1393,Training,-2033.66748,-2033.311569
AE-QM7b-6889,Training,-1264.09436,-1264.126417
AE-QM7b-2274,Training,-1738.450562,-1738.258548
AE-QM7b-4499,Training,-1637.951294,-1638.867544
AE-QM7b-1273,Training,-1904.116455,-1904.011482
AE-QM7b-2006,Training,-1898.047485,-1898.154093
AE-QM7b-1110,Training,-1254.731445,-1254.888795
AE-QM7b-2012,Training,-1903.486084,-1903.571646
AE-QM7b-1744,Training,-1623.357666,-1622.757817
AE-QM7b-5908,Training,-1694.25293,-1693.667883
AE-QM7b-765,Training,-1554.745483,-1553.645552
IE-IL174-17,Training,-96.28509521,-96.224
AE-QM7b-3398,Training,-1559.970703,-1559.51659
AE-QM7b-5488,Training,-1589.00293,-1589.121522
IE-IL174-169,Training,-92.2253418,-91.801
AE-QM7b-2543,Training,-1250.343628,-1250.918414
IE-HAL59-37,Training,-3.968791962,-4.41
IE-ARION583-227,Training,-7.315216064,-7.572
AE-QM7b-3546,Training,-1684.255493,-1684.95277
AE-QM7b-3590,Training,-1558.764282,-1558.209934
AE-QM7b-254,Training,-1610.165039,-1610.183642
AE-QM7b-505,Training,-1602.793579,-1602.687095
AE-QM7b-4926,Training,-1413.473511,-1413.896913
AE-QM7b-5201,Training,-1420.627319,-1420.148362
AE-QM7b-1250,Training,-1758.939575,-1758.437532
AE-QM7b-5971,Training,-1442.285767,-1441.692221
AE-QM7b-2161,Training,-1904.041382,-1904.367245
AE-QM7b-6385,Training,-1469.708252,-1470.570072
AE-QM7b-3364,Training,-1653.960571,-1653.415379
IE-SSI-032ILE-036GLU-1,Training,-0.076599121,-0.777
IE-ADIM6-4,Training,-4.691696167,-4.6
IE-ARION583-49,Training,-11.91116333,-12.36
AE-QM7b-2193,Training,-2050.501709,-2050.223672
AE-QM7b-6299,Training,-1707.322632,-1707.92531
AE-QM7b-2700,Training,-1898.334717,-1898.659779
AE-QM7b-3149,Training,-1692.585693,-1692.083539
IE-CARBHB12-4,Training,-1.244735718,-2.357
AE-QM7b-1663,Training,-1603.001465,-1602.801853
AE-QM7b-1966,Training,-1642.528076,-1642.444255
AE-QM7b-2554,Training,-1489.28894,-1489.104491
AE-QM7b-4530,Training,-1626.442261,-1627.158727
IE-ARION583-36,Training,-9.910011292,-10.087
AE-QM7b-4636,Training,-1476.84021,-1476.806172
IE-SSI-009ARG-023GLU-1,Training,-95.39463043,-96.103
IE-SSI-056PHE-129PHE-1,Training,-1.627731323,-2.054
AE-QM7b-7011,Training,-1279.92041,-1277.991661
IE-IL174-4,Training,-96.84043884,-97.607
AE-QM7b-4301,Training,-1402.403687,-1402.986908
AE-QM7b-3386,Training,-1691.915405,-1691.985717
AE-QM7b-246,Training,-1609.935181,-1609.818259
AE-QM7b-1734,Training,-1752.717163,-1753.334583
AE-QM7b-6467,Training,-1563.28479,-1562.177535
IE-ARION583-136,Training,-9.402542114,-9.469
AE-QM7b-1097,Training,-1409.425903,-1409.36609
AE-QM7b-2171,Training,-2047.820679,-2047.288677
IE-HAL59-8,Training,-2.757568359,-3.33
AE-QM7b-6674,Training,-1442.255737,-1441.955735
AE-QM7b-5112,Training,-1682.092773,-1682.177933
AE-QM7b-3351,Training,-1564.930542,-1564.743878
AE-QM7b-579,Training,-1191.554932,-1191.876412
AE-QM7b-496,Training,-1322.063477,-1322.269264
AE-QM7b-3720,Training,-1675.408325,-1674.309322
AE-QM7b-3357,Training,-1709.935303,-1709.717678
AE-QM7b-4528,Training,-1638.889648,-1639.265544
AE-QM7b-25,Training,-1153.459229,-1153.677575
AE-QM7b-851,Training,-1327.923218,-1327.198168
IE-ARION583-356,Training,-0.765991211,-0.568
AE-QM7b-655,Training,-1271.495728,-1271.515416
AE-QM7b-5754,Training,-1586.984131,-1587.064279
IE-ARION583-289,Training,-35.36964417,-35.37
AE-QM7b-3523,Training,-1357.19104,-1357.828171
AE-QM7b-675,Training,-1554.64978,-1553.335227
AE-QM7b-5496,Training,-1436.185181,-1435.889764
IE-ARION583-61,Training,-1.091537476,-0.69
AE-QM7b-3835,Training,-1654.745728,-1654.567418
AE-QM7b-6115,Training,-1343.144653,-1343.560566
AE-QM7b-6571,Training,-1208.365967,-1208.607136
AE-QM7b-2655,Training,-1766.506226,-1766.267351
AE-QM7b-1179,Training,-1898.122681,-1897.577568
AE-QM7b-5486,Training,-1856.530762,-1856.594231
AE-QM7b-3755,Training,-1678.47229,-1678.113276
AE-QM7b-5243,Training,-1590.534912,-1590.413024
AE-QM7b-320,Training,-1304.377319,-1305.217278
AE-QM7b-6550,Training,-1554.954712,-1554.487649
AE-QM7b-611,Training,-1342.15979,-1342.101195
IE-S66-18,Training,-15.45387268,-16.26
AE-QM7b-4411,Training,-1380.706909,-1380.461721
AE-QM7b-2357,Training,-1770.527588,-1770.445028
AE-QM7b-2920,Training,-1262.752686,-1263.542043
IE-SSI-274ILE-279LYS-1,Training,-0.292034149,-0.834
AE-QM7b-6338,Training,-1719.024292,-1719.036041
AE-QM7b-5645,Training,-1446.2771,-1445.501491
AE-QM7b-6408,Training,-1269.885986,-1270.2767
IE-ARION583-513,Training,-10.30258179,-11.661
AE-QM7b-3509,Training,-1633.96814,-1633.077141
AE-QM7b-6117,Training,-1336.384766,-1337.364269
AE-QM7b-6029,Training,-1422.542358,-1421.743888
IE-IL174-41,Training,-96.45744324,-97.1
IE-ARION583-567,Training,-5.687484741,-5.69
AE-QM7b-2452,Training,-1768.727539,-1768.61307
AE-QM7b-238,Training,-1441.2229,-1441.389062
AE-QM7b-1650,Training,-1901.302979,-1900.64144
IE-SSI-068HIE-080GLU-1,Training,1.867103577,1.253
AE-QM7b-2520,Training,-1909.768433,-1909.759102
AE-QM7b-297,Training,-1585.57666,-1585.900876
AE-QM7b-3087,Training,-1500.414917,-1499.560724
AE-QM7b-6591,Training,-1199.576172,-1199.361695
AE-QM7b-3989,Training,-1365.693481,-1366.652884
AE-QM7b-2926,Training,-1466.175049,-1466.407713
AE-QM7b-1514,Training,-2032.441895,-2032.44281
AE-QM7b-2233,Training,-1772.174561,-1772.444974
AE-QM7b-5210,Training,-1510.709106,-1510.674781
AE-QM7b-3319,Training,-1638.410889,-1637.566881
AE-QM7b-6978,Training,-1122.000488,-1120.758209
AE-QM7b-5869,Training,-1429.578491,-1429.881046
AE-QM7b-1148,Training,-1130.619141,-1131.12346
AE-QM7b-331,Training,-1480.490723,-1480.533791
AE-QM7b-3905,Training,-1665.603638,-1665.66068
AE-QM7b-7182,Training,-1225.860596,-1224.863824
AE-QM7b-2361,Training,-1431.129639,-1431.815381
AE-QM7b-5812,Training,-1616.513184,-1617.396764
IE-ARION583-335,Training,-4.825744629,-5.78
AE-QM7b-5253,Training,-1607.895752,-1607.633369
AE-QM7b-842,Training,-1359.520386,-1358.925398
IE-SSI-062GLN-171PRO-1,Training,1.838378906,1.617
AE-QM7b-7027,Training,-977.4648438,-975.4158637
AE-QM7b-1724,Training,-1530.135376,-1530.04898
AE-QM7b-4365,Training,-1330.783447,-1331.411167
AE-QM7b-5925,Training,-1843.853638,-1843.635371
AE-QM7b-5204,Training,-1298.046875,-1298.01269
AE-QM7b-437,Training,-1757.354126,-1756.52607
AE-QM7b-3336,Training,-1375.325806,-1375.756346
AE-QM7b-7015,Training,-972.2944336,-970.2072751
IE-ARION583-386,Training,-12.84950256,-11.835
AE-QM7b-6169,Training,-1289.563599,-1289.30965
AE-QM7b-6196,Training,-1401.428345,-1402.276041
AE-QM7b-6248,Training,-1433.935059,-1434.288677
AE-QM7b-1745,Training,-1917.503662,-1917.403908
AE-QM7b-690,Training,-1538.391602,-1537.386912
AE-QM7b-4640,Training,-1462.228882,-1462.468714
AE-QM7b-1828,Training,-1772.65332,-1772.152965
AE-QM7b-3947,Training,-1627.533813,-1627.474386
AE-QM7b-1401,Training,-1733.010864,-1733.959023
IE-SSI-091HIE-118THR-2,Training,-2.470321655,-2.569
AE-QM7b-5794,Training,-1587.616089,-1588.391743
AE-QM7b-208,Training,-1112.25708,-1112.876464
AE-QM7b-5696,Training,-1700.687256,-1701.071377
AE-QM7b-1477,Training,-1731.498047,-1731.312027
AE-QM7b-6059,Training,-1403.257202,-1404.087454
AE-QM7b-2420,Training,-1636.09375,-1635.842679
AE-QM7b-200,Training,-1117.7052,-1117.916712
AE-QM7b-5281,Training,-1432.565918,-1433.038095
AE-QM7b-1388,Training,-1751.356323,-1749.444968
AE-QM7b-6103,Training,-1259.430176,-1259.847073
AE-QM7b-980,Training,-1265.072388,-1263.662862
AE-QM7b-4999,Training,-1706.106567,-1705.980245
AE-QM7b-6486,Training,-1567.689331,-1566.200488
AE-QM7b-3018,Training,-1660.184204,-1660.310853
AE-QM7b-5321,Training,-1699.538208,-1699.875538
IE-ARION583-571,Training,-8.138656616,-8.135
AE-QM7b-3650,Training,-1700.62854,-1700.793305
AE-QM7b-3144,Training,-1697.564575,-1697.482141
AE-QM7b-1362,Training,-1583.563232,-1583.208693
AE-QM7b-6173,Training,-1708.433228,-1708.379722
AE-QM7b-3355,Training,-1708.230957,-1708.375048
AE-QM7b-184,Training,-847.3242188,-847.626616
AE-QM7b-4674,Training,-1463.799194,-1463.58976
AE-QM7b-3435,Training,-1644.155884,-1644.057691
AE-QM7b-969,Training,-1146.111328,-1145.333617
IE-SSI-119PHE-176THR-1,Training,-0.852165222,-1.049
AE-TAE140-6,Training,-87.01791382,-84.995
AE-QM7b-3414,Training,-1639.502441,-1639.732137
IE-IL174-54,Training,-80.35247803,-81.855
IE-ARION583-88,Training,-13.93625259,-13.755
AE-QM7b-7070,Training,-1022.362793,-1021.389105
AE-QM7b-7195,Training,-1278.697388,-1277.977567
IE-ARION583-178,Training,-2.010726929,-1.625
AE-QM7b-7164,Training,-1146.473877,-1145.86077
AE-QM7b-5830,Training,-1413.924927,-1413.399636
IE-SSI-050VAL-054THR-1,Training,1.876678467,1.615
AE-QM7b-3276,Training,-1543.042358,-1543.179336
IE-SSI-095TYR-106TYR-1,Training,-3.944854736,-4.444
IE-IL174-134,Training,-90.42526245,-89.801
AE-QM7b-243,Training,-1613.707642,-1613.946633
AE-QM7b-6160,Training,-1317.886108,-1317.688555
AE-QM7b-6301,Training,-1709.390747,-1710.039725
AE-QM7b-2498,Training,-1897.415527,-1897.535588
AE-QM7b-3583,Training,-1683.60437,-1683.553382
AE-QM7b-5325,Training,-1695.114624,-1695.372439
AE-QM7b-6897,Training,-1383.541138,-1382.775921
AE-QM7b-6372,Training,-1173.896362,-1174.34197
AE-QM7b-1805,Training,-1595.054321,-1594.434822
AE-QM7b-3350,Training,-1566.998657,-1566.795587
AE-QM7b-4539,Training,-1224.020874,-1224.183253
AE-QM7b-1132,Training,-1274.245117,-1273.985318
AE-QM7b-7114,Training,-1269.275757,-1270.45503
IE-ARION583-291,Training,-20.85411072,-19.908
AE-QM7b-151,Training,-1120.681641,-1120.452151
AE-QM7b-781,Training,-1106.268921,-1105.540289
AE-QM7b-2080,Training,-2049.237793,-2048.456523
AE-QM7b-6331,Training,-1506.122681,-1505.619071
AE-QM7b-3972,Training,-1634.351196,-1633.661265
AE-QM7b-6909,Training,-1230.485229,-1229.079452
AE-QM7b-4770,Training,-1469.429199,-1469.293242
AE-QM7b-6492,Training,-1312.685669,-1312.268893
AE-QM7b-4332,Training,-1584.214355,-1585.034652
AE-QM7b-2372,Training,-1745.670044,-1745.82277
AE-QM7b-503,Training,-1601.232788,-1600.786276
AE-QM7b-4243,Training,-1622.842163,-1622.696591
AE-QM7b-3727,Training,-1371.361816,-1371.623881
AE-QM7b-2322,Training,-1486.60791,-1486.034093
AE-QM7b-1717,Training,-1915.684448,-1915.156626
IE-ARION583-388,Training,-10.65685272,-10.005
AE-QM7b-5108,Training,-1534.081421,-1534.383155
AE-QM7b-3138,Training,-1356.19519,-1355.646249
AE-QM7b-3007,Training,-1774.395874,-1773.923597
AE-QM7b-1340,Training,-1884.392212,-1884.579283
AE-QM7b-2953,Training,-1505.374756,-1505.648369
AE-QM7b-87,Training,-1442.939575,-1442.429136
AE-QM7b-6768,Training,-1504.772705,-1503.919924
AE-QM7b-628,Training,-1095.707764,-1096.774875
AE-QM7b-3503,Training,-1497.523315,-1497.642039
AE-QM7b-6915,Training,-1282.181274,-1282.530917
AE-QM7b-1087,Training,-1246.745972,-1246.276304
AE-QM7b-6138,Training,-1566.703125,-1566.262504
IE-S66-52,Training,-2.527770996,-2.85
AE-QM7b-5546,Training,-1543.93396,-1543.521777
IE-SSI-069GLU-076ILE-1,Training,-0.69896698,-1.017
AE-QM7b-1092,Training,-1160.071533,-1159.306823
AE-QM7b-601,Training,-1231.309937,-1231.082687
AE-QM7b-2394,Training,-1796.896851,-1796.935017
AE-QM7b-6068,Training,-1399.130371,-1399.214673
AE-QM7b-189,Training,-1006.566895,-1006.685016
AE-QM7b-4187,Training,-1826.65564,-1826.86647
AE-QM7b-4237,Training,-1469.564575,-1469.61512
AE-QM7b-4012,Training,-1976.352173,-1975.725198
IE-SSI-008SER-032SER-1,Training,-5.213527679,-5.485
IE-IL174-67,Training,-93.91052246,-93.918
AE-QM7b-2384,Training,-1738.20166,-1738.381488
AE-QM7b-3354,Training,-1708.92041,-1708.629644
AE-QM7b-3112,Training,-1499.246826,-1498.844736
AE-QM7b-4845,Training,-1400.748535,-1401.798417
AE-QM7b-4248,Training,-1365.348755,-1365.381136
AE-QM7b-4978,Training,-1323.650146,-1324.493178
AE-QM7b-7126,Training,-1224.185059,-1224.265306
AE-QM7b-1687,Training,-1628.585571,-1628.051193
IE-ARION583-274,Training,-18.74763489,-18.073
IE-IL174-3,Training,-99.88525391,-99.835
IE-ARION583-505,Training,-9.11529541,-8.544
AE-QM7b-2626,Training,-1768.191406,-1767.728774
IE-IL16-4,Training,-102.7194214,-104.44
AE-QM7b-3923,Training,-1782.764404,-1782.335488
AE-QM7b-5760,Training,-1539.050781,-1539.732951
IE-ARION583-27,Training,-6.242828369,-6.484
AE-QM7b-6595,Training,-1263.059082,-1261.936959
AE-QM7b-942,Training,-1213.653809,-1213.052549
AE-QM7b-6369,Training,-1160.51062,-1160.666377
AE-QM7b-1614,Training,-1608.115967,-1607.604604
AE-QM7b-3983,Training,-1406.482544,-1406.722038
AE-QM7b-5931,Training,-1581.323975,-1581.273286
AE-QM7b-2402,Training,-1784.181396,-1784.119874
AE-QM7b-4569,Training,-1350.307983,-1350.230967
AE-QM7b-6879,Training,-1348.297241,-1348.626241
AE-QM7b-4162,Training,-1676.27002,-1676.800992
AE-QM7b-5009,Training,-1551.048096,-1551.098574
AE-QM7b-4798,Training,-1433.783203,-1434.298648
AE-QM7b-6631,Training,-1228.627808,-1227.749504
AE-QM7b-4150,Training,-1691.149414,-1689.616473
AE-QM7b-5849,Training,-1283.76123,-1284.599725
AE-QM7b-2382,Training,-2046.097168,-2045.647588
IE-ARION583-346,Training,-8.540802002,-8.808
AE-QM7b-5541,Training,-1568.696167,-1568.772711
AE-QM7b-5935,Training,-1697.163696,-1697.299174
AE-QM7b-4496,Training,-1345.682007,-1346.414663
AE-QM7b-5279,Training,-1494.182861,-1494.716764
AE-QM7b-383,Training,-1347.685791,-1347.513289
AE-QM7b-6415,Training,-1403.994385,-1403.865864
AE-QM7b-5485,Training,-1444.457886,-1444.650703
AE-QM7b-6558,Training,-1373.306885,-1372.51902
AE-QM7b-3642,Training,-1984.797241,-1983.450946
AE-QM7b-2097,Training,-1903.984009,-1904.27022
AE-QM7b-1289,Training,-1768.13147,-1767.640039
AE-QM7b-4525,Training,-1331.760132,-1332.721757
AE-QM7b-2930,Training,-1643.983521,-1644.202606
AE-QM7b-2247,Training,-1585.728394,-1586.073426
AE-QM7b-1931,Training,-1637.605103,-1637.698732
AE-QM7b-6130,Training,-1553.911011,-1554.432077
AE-QM7b-2992,Training,-1762.67627,-1762.270941
AE-QM7b-1073,Training,-1079.929688,-1079.978897
AE-QM7b-5001,Training,-1216.027222,-1216.414635
AE-QM7b-6363,Training,-1604.333862,-1605.421647
AE-QM7b-164,Training,-1098.286011,-1098.166538
AE-QM7b-1563,Training,-1355.946289,-1356.537046
AE-QM7b-6857,Training,-1089.01355,-1086.331261
IE-ARION583-90,Training,-21.81159973,-21.222
AE-QM7b-6092,Training,-1206.699951,-1207.099654
AE-QM7b-5543,Training,-1600.982666,-1601.674017
AE-QM7b-4300,Training,-1403.878174,-1404.08308
AE-QM7b-5710,Training,-1478.95752,-1479.473763
AE-QM7b-6403,Training,-1354.213257,-1354.195481
AE-QM7b-7134,Training,-1295.452148,-1295.636568
AE-QM7b-4906,Training,-1188.182129,-1187.787113
AE-QM7b-4165,Training,-1692.049438,-1690.900369
AE-QM7b-3035,Training,-1260.933472,-1261.59443
AE-QM7b-2339,Training,-1897.415527,-1896.455806
AE-QM7b-1257,Training,-1884.756104,-1884.797422
AE-QM7b-2232,Training,-1799.94165,-1799.757582
AE-QM7b-2186,Training,-1904.118042,-1904.07774
AE-QM7b-5343,Training,-1843.719604,-1842.866096
AE-QM7b-6749,Training,-1169.108887,-1168.133863
AE-QM7b-6826,Training,-1423.354858,-1422.915129
AE-QM7b-6306,Training,-1196.454834,-1195.865662
AE-QM7b-1645,Training,-1599.803467,-1599.946583
AE-QM7b-5085,Training,-1439.823608,-1440.451761
AE-QM7b-6482,Training,-1334.011597,-1333.583865
AE-QM7b-1580,Training,-1762.138794,-1761.442305
IE-S22-6,Training,-14.20913696,-16.66
AE-QM7b-5335,Training,-1595.628784,-1595.188843
AE-QM7b-3346,Training,-1560.966553,-1561.259197
AE-QM7b-5033,Training,-1746.914795,-1746.842663
AE-QM7b-6090,Training,-1338.261475,-1339.57003
AE-QM7b-803,Training,-1226.905518,-1225.987362
AE-QM7b-2847,Training,-1645.228271,-1645.173265
AE-QM7b-5432,Training,-1595.544189,-1596.89176
AE-QM7b-6765,Training,-1236.325928,-1236.059802
AE-QM7b-1026,Training,-1391.712402,-1391.666226
AE-QM7b-5042,Training,-1448.47937,-1448.432244
AE-QM7b-6718,Training,-1442.179077,-1441.940374
IE-AHB21-12,Training,-25.92401505,-26.01
AE-QM7b-5469,Training,-1703.578857,-1704.03968
