System label,Subset,Prediction,Reference
AE-QM7b-3482,Training,-1701.605225,-1701.736982
AE-QM7b-3987,Training,-1688.698242,-1688.858801
AE-QM7b-7102,Training,-1212.996704,-1211.899361
AE-QM7b-4478,Training,-1368.700073,-1369.392455
AE-QM7b-6734,Training,-1451.942017,-1450.738436
AE-QM7b-2855,Training,-1924.852417,-1925.087243
AE-QM7b-2975,Training,-1602.192383,-1601.975702
IE-ARION583-472,Training,-1.034088135,-0.87
AE-QM7b-6272,Training,-1475.060547,-1475.418543
AE-QM7b-5818,Training,-1410.82605,-1411.448189
AE-QM7b-5288,Training,-1599.887207,-1600.058617
AE-TAE140-15,Training,-709.9906616,-713.08
AE-QM7b-2040,Training,-1899.002563,-1898.93492
AE-QM7b-66,Training,-1592.300659,-1590.860948
AE-QM7b-868,Training,-1374.112549,-1373.255144
AE-QM7b-3994,Training,-1534.683472,-1534.357698
IE-IL174-117,Training,-82.86109924,-82.924
AE-QM7b-2180,Training,-1786.15979,-1786.306597
AE-QM7b-2951,Training,-1598.592285,-1598.941141
AE-QM7b-295,Training,-1580.722168,-1580.817072
AE-QM7b-6264,Training,-1551.0625,-1550.957838
IE-HAL59-14,Training,-9.735269547,-7.29
AE-QM7b-1051,Training,-1270.008179,-1269.983637
IE-ARION583-480,Training,-9.555740356,-10.965
AE-QM7b-1227,Training,-2176.584961,-2176.482835
AE-QM7b-3794,Training,-1521.192383,-1521.719072
AE-QM7b-5468,Training,-1574.418091,-1574.901024
AE-QM7b-85,Training,-1445.850342,-1445.156603
IE-SSI-096GLU-121LYS-1,Training,-4.495410919,-4.251
AE-QM7b-6503,Training,-1615.532593,-1615.15275
AE-QM7b-889,Training,-1348.222046,-1347.624677
AE-QM7b-6501,Training,-1427.48877,-1426.814094
AE-QM7b-5970,Training,-1831.279419,-1830.694822
AE-QM7b-3109,Training,-1698.119873,-1698.302558
AE-QM7b-1285,Training,-1767.413452,-1767.590617
AE-QM7b-4386,Training,-1639.148193,-1639.178121
AE-QM7b-2465,Training,-1895.708862,-1895.314265
AE-QM7b-6187,Training,-1186.203491,-1186.283528
AE-QM7b-1943,Training,-1516.429932,-1515.78578
AE-QM7b-5096,Training,-1454.643188,-1454.891703
AE-QM7b-6054,Training,-1565.941895,-1565.994899
AE-QM7b-1147,Training,-1136.467041,-1137.123814
AE-QM7b-4396,Training,-1573.480835,-1573.556436
AE-QM7b-6934,Training,-1228.172974,-1227.029199
AE-QM7b-974,Training,-1170.168213,-1169.229885
AE-QM7b-6534,Training,-1143.224243,-1141.901891
AE-TAE140-138,Training,-142.7616119,-147.428
AE-QM7b-1116,Training,-1148.758789,-1149.505245
AE-QM7b-3200,Training,-1837.733765,-1837.695007
AE-QM7b-3789,Training,-1373.956665,-1373.393358
IE-IL174-73,Training,-93.94882202,-93.499
IE-SSI-078PRO-186ASN-1,Training,-2.996940613,-3.65
AE-QM7b-5982,Training,-1532.594971,-1532.652251
AE-QM7b-6853,Training,-1248.538696,-1246.869031
IE-ARION583-39,Training,-5.438537598,-5.54
IE-IL174-63,Training,-87.78259277,-87.61
IE-ARION583-114,Training,-6.884346008,-8.135
AE-QM7b-1658,Training,-1774.802856,-1774.98852
AE-QM7b-88,Training,-1286.550171,-1285.996196
AE-QM7b-6282,Training,-1401.41394,-1401.736978
AE-QM7b-5898,Training,-1333.153198,-1333.8982
AE-QM7b-884,Training,-1335.123535,-1333.765646
AE-QM7b-1379,Training,-1743.763428,-1743.244379
AE-QM7b-3389,Training,-1832.888916,-1832.462247
AE-QM7b-4042,Training,-1511.655884,-1511.067027
AE-QM7b-3623,Training,-1710.586426,-1710.952579
AE-QM7b-4245,Training,-1526.74585,-1527.069633
AE-QM7b-5037,Training,-1696.699219,-1696.799487
AE-QM7b-5511,Training,-1375.094971,-1375.137515
IE-IL174-84,Training,-90.9614563,-90.384
AE-QM7b-2401,Training,-1651.849243,-1651.816834
AE-QM7b-3679,Training,-1707.828857,-1707.469536
AE-QM7b-1192,Training,-2031.532227,-2031.446071
IE-ARION583-352,Training,-7.296066284,-7.439
AE-QM7b-3158,Training,-1678.548828,-1678.605157
IE-ARION583-412,Training,-0.306396484,0.226
AE-QM7b-283,Training,-1598.387817,-1597.605463
IE-IL174-94,Training,-98.64051819,-98.702
AE-QM7b-6409,Training,-1243.033203,-1242.38822
AE-QM7b-1958,Training,-1514.706421,-1514.428698
AE-QM7b-2434,Training,-1498.045166,-1498.437675
AE-QM7b-6058,Training,-1568.737793,-1568.456587
AE-QM7b-5136,Training,-1433.786743,-1434.006295
AE-QM7b-300,Training,-1437.067383,-1437.714103
AE-QM7b-6648,Training,-1262.40564,-1261.27975
AE-QM7b-1621,Training,-1494.732178,-1495.05342
AE-TAE140-81,Training,-293.3746338,-296.534
AE-QM7b-1765,Training,-1405.635132,-1407.679689
AE-QM7b-403,Training,-1605.634888,-1605.639039
AE-QM7b-739,Training,-1417.218628,-1415.920453
IE-IL174-110,Training,-91.1529541,-90.825
AE-QM7b-1643,Training,-1766.780273,-1766.153654
IE-HAL59-41,Training,-12.58140564,-13.36
AE-QM7b-3917,Training,-1525.711792,-1525.223519
AE-QM7b-6533,Training,-1353.653076,-1353.199452
AE-QM7b-1886,Training,-1506.911499,-1507.315989
IE-IL174-113,Training,-94.56161499,-94.826
AE-QM7b-3723,Training,-1377.422729,-1377.639689
AE-QM7b-4675,Training,-1566.030396,-1565.79455
AE-QM7b-6790,Training,-1386.967896,-1386.16733
AE-QM7b-2151,Training,-1342.786743,-1342.899868
AE-QM7b-271,Training,-1432.701294,-1432.881044
IE-SSI-162ALA-174ILE-1,Training,-0.608005524,-0.664
AE-QM7b-6737,Training,-1397.481079,-1396.312535
AE-QM7b-4896,Training,-1426.435547,-1426.495956
AE-QM7b-3846,Training,-1699.268921,-1699.056364
AE-QM7b-2786,Training,-1614.028442,-1613.572635
AE-QM7b-4543,Training,-1066.157104,-1064.52658
AE-QM7b-595,Training,-1080.368774,-1080.960494
AE-QM7b-1916,Training,-1490.117065,-1490.67936
AE-QM7b-5098,Training,-1148.413818,-1148.053843
AE-QM7b-1778,Training,-1500.151611,-1500.535368
AE-QM7b-2218,Training,-1770.9729,-1771.018521
AE-QM7b-3824,Training,-1520.005127,-1519.73487
AE-QM7b-2266,Training,-2038.367798,-2037.867862
AE-QM7b-1270,Training,-1904.001587,-1903.939112
AE-QM7b-4391,Training,-1580.374756,-1579.917384
AE-QM7b-6771,Training,-1402.115356,-1402.070603
AE-QM7b-4029,Training,-1379.969727,-1380.359971
AE-QM7b-6913,Training,-1421.72229,-1422.054082
AE-QM7b-1918,Training,-1361.36084,-1362.576103
AE-QM7b-4545,Training,-1370.33728,-1370.745251
AE-QM7b-6714,Training,-1438.02124,-1437.679333
AE-QM7b-990,Training,-1140.105469,-1139.821656
AE-QM7b-858,Training,-1232.200439,-1231.521317
AE-QM7b-6434,Training,-1304.098267,-1303.429509
AE-QM7b-4731,Training,-1288.446899,-1288.571587
AE-QM7b-1885,Training,-1770.591064,-1770.265292
AE-QM7b-1151,Training,-1092.803101,-1093.468078
IE-ARION583-255,Training,-21.30413055,-22.255
IE-ARION583-138,Training,-7.966308594,-7.257
AE-QM7b-6945,Training,-1428.578003,-1428.094589
AE-QM7b-5562,Training,-1616.709473,-1617.381936
AE-QM7b-746,Training,-1407.96936,-1407.07829
AE-QM7b-2005,Training,-1503.847534,-1503.941222
AE-QM7b-4142,Training,-1621.760132,-1621.410624
IE-ARION583-494,Training,-1.589431763,-1.712
AE-QM7b-5170,Training,-1564.373047,-1564.534781
AE-QM7b-5542,Training,-1435.080688,-1434.63184
AE-QM7b-264,Training,-1454.934204,-1452.889454
IE-ARION583-334,Training,-11.30794525,-10.413
IE-S66-16,Training,-6.779022217,-7.41
AE-QM7b-3399,Training,-1500.874512,-1500.484596
AE-QM7b-2507,Training,-1926.519653,-1925.712644
AE-QM7b-566,Training,-1492.47522,-1492.464838
AE-QM7b-2467,Training,-1890.346924,-1889.740326
AE-QM7b-3283,Training,-1710.911987,-1711.014463
AE-QM7b-52,Training,-657.4337158,-657.15209
AE-QM7b-6491,Training,-1314.473877,-1313.955056
AE-QM7b-4057,Training,-1645.640015,-1645.220127
AE-QM7b-6037,Training,-1489.431274,-1489.657314
AE-QM7b-6159,Training,-1320.835205,-1322.183629
IE-HAL59-15,Training,-0.612792969,-1.19
IE-SSI-008SER-093TYR-1,Training,-1.589431763,-1.229
AE-QM7b-2635,Training,-1767.832275,-1767.693289
AE-QM7b-4197,Training,-1635.41394,-1635.083111
AE-QM7b-1926,Training,-1499.960083,-1500.763722
AE-QM7b-202,Training,-1111.601196,-1111.618094
AE-QM7b-5310,Training,-1457.754028,-1457.875273
AE-QM7b-4848,Training,-1579.605225,-1579.345565
IE-IL174-64,Training,-89.62097168,-89.575
AE-QM7b-2909,Training,-1787.360352,-1786.910411
AE-QM7b-121,Training,-1451.431274,-1450.903501
AE-QM7b-1086,Training,-1395.166504,-1395.508866
AE-QM7b-615,Training,-1301.22229,-1301.713025
AE-QM7b-1937,Training,-1916.658691,-1916.491287
AE-QM7b-5500,Training,-1582.231201,-1582.129049
IE-S66-0,Training,-5.371513367,-5.59
AE-QM7b-6905,Training,-1050.173096,-1051.663214
AE-QM7b-5589,Training,-1407.064575,-1407.452583
AE-QM7b-2389,Training,-1654.070679,-1653.919641
AE-TAE140-85,Training,-390.0140076,-390.141
AE-QM7b-1743,Training,-1621.057373,-1620.748157
AE-QM7b-946,Training,-1050.016357,-1048.874063
AE-QM7b-1866,Training,-1750.828491,-1750.711928
AE-QM7b-588,Training,-1305.10022,-1305.615334
AE-QM7b-2046,Training,-1749.62207,-1749.831705
IE-ARION583-582,Training,-9.881286621,-10.149
AE-QM7b-5619,Training,-1441.878784,-1442.069897
AE-QM7b-2956,Training,-1623.560303,-1623.704223
AE-QM7b-6134,Training,-1555.945679,-1556.058741
AE-QM7b-5669,Training,-1696.967407,-1696.856132
IE-ARION583-101,Training,-0.823440552,-0.418
AE-QM7b-2026,Training,-1505.11145,-1506.157914
AE-QM7b-5213,Training,-1506.453125,-1506.565251
AE-QM7b-2030,Training,-1900.821899,-1900.779948
AE-QM7b-3163,Training,-1699.556152,-1699.449432
AE-QM7b-3224,Training,-1703.386108,-1703.529287
IE-IL174-79,Training,-77.67150879,-77.122
AE-QM7b-1104,Training,-1140.294556,-1140.74155
IE-SSI-024THR-041GLU-1,Training,-4.002304077,-3.946
IE-SSI-020SER-091ARG-1,Training,-0.430870056,-0.604
IE-SSI-022GLN-147TYR-1,Training,-4.998092651,-5.468
AE-QM7b-960,Training,-1113.832031,-1113.934754
AE-QM7b-5770,Training,-1520.949463,-1520.961036
AE-QM7b-6950,Training,-1246.587891,-1246.501226
AE-QM7b-5269,Training,-1555.344849,-1555.533954
AE-QM7b-3124,Training,-1199.145386,-1198.933669
AE-QM7b-2933,Training,-1248.969604,-1248.756365
AE-QM7b-3394,Training,-1640.546143,-1640.586055
AE-QM7b-69,Training,-1316.117432,-1315.414126
AE-QM7b-1234,Training,-1754.678833,-1755.118242
AE-QM7b-622,Training,-1151.995117,-1151.40998
AE-QM7b-15,Training,-674.6184692,-674.6846117
AE-QM7b-5872,Training,-1694.327026,-1694.076444
AE-QM7b-5643,Training,-1449.853394,-1449.843793
AE-QM7b-4058,Training,-1782.113281,-1781.832243
IE-IL174-151,Training,-81.96105957,-82.526
AE-QM7b-1619,Training,-1489.868164,-1490.740943
AE-QM7b-702,Training,-1391.596313,-1390.752845
AE-QM7b-6002,Training,-1646.14624,-1645.7679
AE-QM7b-3242,Training,-1838.059326,-1837.896743
IE-HAL59-11,Training,-6.127929688,-5.88
AE-QM7b-1088,Training,-1083.460449,-1083.363956
AE-QM7b-1060,Training,-1549.63855,-1549.32537
AE-QM7b-2288,Training,-1504.690063,-1503.817202
AE-QM7b-6833,Training,-1434.242798,-1433.403007
AE-QM7b-2050,Training,-1896.628052,-1896.83035
AE-QM7b-5673,Training,-1696.948242,-1696.678567
AE-QM7b-1768,Training,-1522.710083,-1523.605227
AE-QM7b-3040,Training,-1407.235474,-1407.774404
AE-QM7b-1347,Training,-1723.732788,-1723.926222
AE-QM7b-1416,Training,-1749.067871,-1746.932164
AE-QM7b-1907,Training,-1781.007324,-1780.673929
AE-QM7b-5205,Training,-1561.960205,-1561.823102
AE-QM7b-370,Training,-1339.341309,-1338.688181
AE-QM7b-5623,Training,-1334.283081,-1335.004418
IE-HAL59-46,Training,-7.209892273,-6.12
AE-QM7b-1694,Training,-1777.102051,-1777.165742
AE-QM7b-6954,Training,-1231.418823,-1232.168612
AE-QM7b-4645,Training,-1329.733765,-1329.616747
AE-QM7b-3199,Training,-1591.098633,-1591.034672
AE-QM7b-5521,Training,-1567.44751,-1567.585858
AE-QM7b-3131,Training,-1465.887817,-1464.327428
AE-QM7b-6344,Training,-1394.500854,-1393.170602
IE-ARION583-503,Training,-12.74417877,-13.336
AE-QM7b-2961,Training,-1756.724243,-1756.883521
AE-QM7b-6354,Training,-1282.784546,-1280.534956
AE-TAE140-106,Training,-175.1438904,-172.218
IE-ARION583-235,Training,-22.54886627,-23.107
AE-QM7b-4015,Training,-1829.49939,-1828.971216
AE-QM7b-4163,Training,-1516.874146,-1517.247624
AE-QM7b-4044,Training,-1792.147705,-1791.566904
AE-QM7b-5072,Training,-1270.341919,-1270.08058
AE-QM7b-5038,Training,-1691.911865,-1692.12912
AE-QM7b-2894,Training,-1374.285767,-1374.19658
AE-QM7b-793,Training,-1562.596924,-1561.659619
AE-QM7b-4349,Training,-1219.865356,-1220.904293
IE-IL174-65,Training,-95.1361084,-95.163
AE-QM7b-6868,Training,-1220.120483,-1219.065464
IE-ARION583-59,Training,-0.172348022,0.059
IE-ARION583-312,Training,-8.808898926,-8.355
AE-QM7b-440,Training,-1493.098511,-1493.256697
AE-QM7b-6822,Training,-1278.466309,-1277.345659
AE-QM7b-5876,Training,-1692.890869,-1692.750976
AE-QM7b-5193,Training,-1480.963501,-1480.897862
AE-QM7b-4808,Training,-1401.385254,-1401.63991
AE-QM7b-790,Training,-1540.383179,-1539.107851
AE-QM7b-5079,Training,-1302.581787,-1302.815083
AE-QM7b-4182,Training,-1973.21167,-1972.414492
IE-SSI-074GLN-094ASN-1,Training,-5.381088257,-5.895
AE-QM7b-185,Training,-871.0675659,-871.1536926
IE-ARION583-31,Training,-27.84437943,-27.265
AE-QM7b-5477,Training,-1151.937378,-1150.885645
AE-QM7b-4723,Training,-1477.420776,-1478.152951
AE-QM7b-629,Training,-1483.201904,-1483.115778
AE-QM7b-4521,Training,-1504.953369,-1504.839963
AE-QM7b-4616,Training,-1285.489502,-1286.130952
AE-QM7b-2435,Training,-1898.045166,-1897.781055
IE-ARION583-296,Training,-10.07278442,-9.273
IE-S22-10,Training,-3.293762207,-2.654
AE-QM7b-355,Training,-1606.937012,-1607.012925
AE-QM7b-4968,Training,-1704.627319,-1704.302911
AE-QM7b-1119,Training,-1017.094177,-1018.814523
AE-QM7b-2829,Training,-1597.558105,-1597.770566
AE-QM7b-5564,Training,-1285.6427,-1286.402862
AE-QM7b-6448,Training,-1267.732788,-1267.643691
AE-QM7b-719,Training,-1537.951172,-1536.832965
IE-SSI-009TYR-035SER-1,Training,-0.694179535,-1.333
AE-QM7b-3344,Training,-1584.43457,-1583.831754
AE-QM7b-5657,Training,-1502.201782,-1502.706434
IE-S22-17,Training,-2.044239044,-2.312
AE-QM7b-1210,Training,-2029.693848,-2029.550146
AE-QM7b-4215,Training,-1498.844604,-1498.607383
AE-QM7b-630,Training,-1483.221069,-1483.091625
AE-QM7b-806,Training,-1496.262085,-1495.229792
AE-QM7b-2009,Training,-1776.047607,-1776.048184
AE-QM7b-4785,Training,-1424.309937,-1425.312931
AE-QM7b-6244,Training,-1701.208984,-1701.358096
AE-QM7b-2395,Training,-1652.500366,-1652.750201
AE-QM7b-3287,Training,-1566.548706,-1566.729611
AE-QM7b-2443,Training,-1377.293457,-1379.441476
AE-QM7b-6589,Training,-1269.644165,-1269.82582
AE-QM7b-1929,Training,-1330.358521,-1331.798945
AE-QM7b-5907,Training,-1690.803467,-1690.879134
AE-QM7b-1008,Training,-1302.830933,-1302.520169
AE-QM7b-3970,Training,-1480.384277,-1480.223259
AE-QM7b-4454,Training,-1486.301514,-1486.073055
AE-QM7b-5249,Training,-1429.335693,-1429.427129
AE-QM7b-885,Training,-1060.223267,-1061.646159
AE-QM7b-1496,Training,-1736.026978,-1735.706298
AE-QM7b-6639,Training,-1378.331299,-1377.311731
AE-QM7b-2188,Training,-2048.000244,-2047.860025
IE-ARION583-110,Training,-22.06114578,-22.048
IE-SSI-091VAL-094ASP-1,Training,-0.01914978,-0.14
AE-QM7b-4105,Training,-1500.644653,-1500.474581
AE-QM7b-6832,Training,-1225.11853,-1225.035384
AE-QM7b-3724,Training,-1529.886475,-1529.842167
AE-QM7b-3106,Training,-1693.715454,-1693.683276
IE-S22-11,Training,-4.825744629,-4.255
AE-QM7b-2964,Training,-1439.50293,-1439.876987
AE-QM7b-5048,Training,-1711.865845,-1711.556908
AE-QM7b-171,Training,-1241.328003,-1241.402739
IE-AHB21-15,Training,-16.23422623,-15.73
AE-QM7b-5376,Training,-1473.820679,-1473.427796
AE-QM7b-4435,Training,-1500.146851,-1500.358945
AE-QM7b-5969,Training,-1539.488892,-1539.403606
AE-QM7b-1101,Training,-1139.049927,-1139.477458
AE-QM7b-5626,Training,-1325.914673,-1328.176747
IE-SSI-142TYR-147LYS-1,Training,-9.78553772,-9.182
AE-QM7b-3368,Training,-1654.065918,-1653.640483
AE-QM7b-6254,Training,-1554.949951,-1554.966057
AE-QM7b-4831,Training,-1210.467651,-1210.789572
IE-ARION583-415,Training,-10.05363464,-9.371
IE-ARION583-476,Training,-0.823440552,-1.091
AE-QM7b-1803,Training,-1902.487915,-1901.951321
AE-QM7b-1784,Training,-1501.817627,-1501.280239
AE-QM7b-2118,Training,-1497.816406,-1497.766467
AE-QM7b-5272,Training,-1497.014648,-1497.334224
AE-QM7b-4137,Training,-1628.347656,-1628.357747
AE-QM7b-580,Training,-1321.263916,-1320.933699
IE-SSI-055ASP-104LYS-1,Training,-86.63360596,-86.772
AE-QM7b-6222,Training,-1576.183716,-1576.500435
AE-QM7b-3728,Training,-1674.536987,-1674.679969
AE-QM7b-239,Training,-1461.3302,-1461.381966
AE-QM7b-5570,Training,-1431.184692,-1431.934455
IE-ARION583-150,Training,-18.62316132,-17.634
AE-QM7b-2841,Training,-1758.064697,-1758.106693
AE-QM7b-859,Training,-1535.997925,-1534.869288
AE-QM7b-581,Training,-1320.172363,-1320.135779
AE-QM7b-997,Training,-1308.212036,-1307.820763
AE-QM7b-1588,Training,-1623.507568,-1623.26258
IE-S66-12,Training,-6.97052002,-7.45
AE-QM7b-7045,Training,-1350.232788,-1350.044712
AE-QM7b-3880,Training,-1667.748413,-1667.678886
AE-QM7b-5198,Training,-1706.159302,-1705.912061
AE-QM7b-4413,Training,-1647.74646,-1647.593268
AE-QM7b-5614,Training,-1278.75708,-1279.361644
AE-QM7b-6531,Training,-1465.022339,-1464.040471
AE-QM7b-7121,Training,-1216.673462,-1216.507624
AE-QM7b-5671,Training,-1692.792725,-1692.775154
AE-QM7b-364,Training,-1479.722412,-1479.966604
AE-QM7b-6466,Training,-1570.12854,-1569.029115
AE-TAE140-70,Training,-478.7564697,-478.76
AE-QM7b-2690,Training,-1756.018066,-1755.165499
AE-QM7b-5674,Training,-1701.199463,-1701.438152
AE-QM7b-4177,Training,-1682.838379,-1681.966358
AE-QM7b-5686,Training,-1588.050293,-1586.582495
IE-IL174-33,Training,-90.99975586,-90.407
AE-QM7b-2326,Training,-1627.031128,-1627.441643
AE-QM7b-5407,Training,-1410.251587,-1410.47913
AE-QM7b-5745,Training,-1542.09082,-1542.25973
AE-QM7b-2463,Training,-1772.677246,-1772.603952
IE-ARION583-250,Training,-21.07193947,-21.024
AE-QM7b-2900,Training,-1635.436401,-1635.371788
IE-SSI-170LEU-178LEU-1,Training,-0.813865662,-0.969
IE-SSI-040HIE-103HIE-1,Training,-8.598251343,-10.145
AE-QM7b-6317,Training,-1537.274658,-1536.490725
IE-ARION583-198,Training,-0.919189453,-0.813
AE-QM7b-220,Training,-1603.184937,-1603.191382
AE-QM7b-5939,Training,-1579.320435,-1579.465035
AE-QM7b-4517,Training,-1634.571411,-1634.230699
AE-QM7b-1135,Training,-850.6130371,-848.9577632
AE-QM7b-484,Training,-943.8617554,-944.8862489
AE-QM7b-3687,Training,-1681.268066,-1681.232637
AE-QM7b-1839,Training,-1666.671265,-1666.809964
AE-QM7b-3473,Training,-1579.857788,-1579.31094
AE-QM7b-5294,Training,-1595.051025,-1595.068305
AE-QM7b-1673,Training,-1901.568726,-1901.238289
IE-ARION583-233,Training,-22.86483765,-22.24
IE-SSI-138VAL-144ARG-1,Training,-1.761779785,-1.647
AE-QM7b-5283,Training,-1696.2229,-1696.101585
AE-QM7b-2603,Training,-1911.718018,-1911.888257
AE-QM7b-4235,Training,-1634.647949,-1634.814251
AE-QM7b-1456,Training,-1879.470703,-1879.813893
IE-SSI-024LYS-069TYR-2,Training,-10.30258179,-9.579
AE-QM7b-863,Training,-1532.4552,-1531.513729
AE-QM7b-428,Training,-1348.735352,-1349.062017
AE-QM7b-5975,Training,-1718.65564,-1718.372218
AE-QM7b-2844,Training,-1626.206177,-1626.493693
AE-QM7b-2890,Training,-1777.019409,-1776.702042
AE-QM7b-1083,Training,-1281.615356,-1281.926387
AE-QM7b-6208,Training,-1308.487183,-1309.17172
AE-QM7b-3281,Training,-1568.310425,-1567.235146
AE-QM7b-14,Training,-806.5055542,-806.3922455
AE-QM7b-318,Training,-1736.709106,-1736.528572
AE-QM7b-3505,Training,-1339.180664,-1339.168215
AE-QM7b-2971,Training,-1435.998535,-1436.671438
AE-QM7b-5522,Training,-1698.922974,-1698.924978
AE-QM7b-3961,Training,-1503.383179,-1503.862903
AE-QM7b-7183,Training,-1095.021851,-1093.36705
IE-ARION583-360,Training,-7.545013428,-8.443
AE-QM7b-886,Training,-1391.232422,-1390.524246
AE-QM7b-5952,Training,-1564.679443,-1564.880774
AE-QM7b-6829,Training,-1303.322632,-1302.676342
AE-QM7b-3189,Training,-1411.480591,-1411.119591
AE-QM7b-4491,Training,-1507.059937,-1507.271681
AE-QM7b-2777,Training,-1383.010986,-1383.023822
AE-QM7b-3222,Training,-1704.075562,-1704.125164
AE-QM7b-1718,Training,-1906.241211,-1905.873742
IE-IL174-136,Training,-89.7933197,-89.58
AE-QM7b-5357,Training,-1620.233032,-1620.420349
AE-QM7b-120,Training,-1157.534302,-1157.747484
AE-QM7b-4010,Training,-1691.877075,-1690.883163
IE-ARION583-201,Training,0.612792969,0.941
AE-QM7b-6305,Training,-1324.492798,-1324.433854
AE-QM7b-1846,Training,-1514.494751,-1514.62815
AE-QM7b-6653,Training,-1301.604004,-1301.628099
AE-QM7b-2147,Training,-1638.138916,-1638.533154
IE-ARION583-389,Training,-7.640762329,-7.188
AE-QM7b-2091,Training,-1334.91626,-1335.536296
AE-QM7b-3771,Training,-1689.828125,-1689.462948
AE-QM7b-1162,Training,-966.8140869,-966.1151272
AE-QM7b-6333,Training,-1552.058228,-1551.965112
AE-QM7b-3779,Training,-1677.648804,-1677.475068
AE-QM7b-749,Training,-1415.686646,-1414.409577
AE-QM7b-5140,Training,-1566.487671,-1566.786532
AE-QM7b-5258,Training,-1474.414307,-1474.426279
AE-QM7b-4020,Training,-1672.459229,-1672.304882
AE-QM7b-4498,Training,-1509.836548,-1509.482719
AE-QM7b-919,Training,-1337.287476,-1336.431674
AE-QM7b-1549,Training,-1752.475342,-1751.216918
IE-ARION583-488,Training,-4.90234375,-5.578
AE-QM7b-6951,Training,-1246.587891,-1246.501226
AE-TAE140-100,Training,-201.5370789,-205.89
AE-QM7b-3645,Training,-1546.249878,-1545.701848
AE-QM7b-2952,Training,-1768.287109,-1767.887815
AE-QM7b-5069,Training,-1571.037231,-1570.779792
AE-QM7b-6632,Training,-1362.647705,-1362.038955
AE-QM7b-3480,Training,-1540.658203,-1540.673879
AE-QM7b-1001,Training,-1098.93103,-1098.92364
AE-QM7b-2667,Training,-1768.272705,-1768.16044
AE-QM7b-7157,Training,-1424.007324,-1423.409024
AE-QM7b-6001,Training,-1386.412476,-1386.830889
AE-QM7b-1582,Training,-1497.164185,-1497.310761
AE-QM7b-849,Training,-1532.225342,-1531.22679
AE-QM7b-591,Training,-1337.338867,-1337.565377
AE-QM7b-2683,Training,-2042.98291,-2042.462596
AE-QM7b-5813,Training,-1347.783691,-1348.795868
AE-QM7b-2204,Training,-1657.900635,-1657.823324
IE-ARION583-57,Training,-1.914978027,-2.165
AE-QM7b-3469,Training,-1833.061279,-1833.075857
AE-QM7b-2727,Training,-1919.0896,-1918.691061
AE-QM7b-2427,Training,-1652.615234,-1652.475292
IE-ARION583-35,Training,-16.46881104,-17.252
AE-QM7b-6730,Training,-1148.049927,-1147.753288
AE-QM7b-6664,Training,-1555.842773,-1554.894114
AE-QM7b-1652,Training,-1636.817627,-1637.05952
AE-QM7b-6326,Training,-1706.953979,-1706.752463
AE-QM7b-6547,Training,-1268.380371,-1267.578663
AE-QM7b-5685,Training,-1424.939453,-1425.549995
AE-QM7b-6018,Training,-1543.931641,-1543.347538
AE-QM7b-1184,Training,-1892.511719,-1892.64852
AE-QM7b-5185,Training,-1449.883423,-1449.936356
AE-QM7b-6145,Training,-1517.244019,-1517.679659
AE-QM7b-6772,Training,-1267.595215,-1267.571842
IE-ARION583-528,Training,0.153198242,0.348
AE-QM7b-5581,Training,-1371.303345,-1370.586436
AE-QM7b-5051,Training,-1739.307495,-1739.407041
AE-QM7b-6873,Training,-1357.22583,-1357.061532
AE-QM7b-2899,Training,-1776.371948,-1776.503055
AE-QM7b-1977,Training,-1510.147827,-1510.390447
AE-QM7b-7095,Training,-1422.609375,-1422.225177
AE-QM7b-1995,Training,-1899.82605,-1899.665616
AE-QM7b-670,Training,-1543.427979,-1542.479783
AE-QM7b-6427,Training,-1325.50769,-1326.045571
AE-QM7b-2159,Training,-1752.877563,-1753.046628
AE-QM7b-4588,Training,-1277.7146,-1278.516335
AE-QM7b-1359,Training,-1728.692505,-1729.027244
AE-QM7b-5848,Training,-1445.210938,-1446.932944
IE-SSI-022PHE-040ALA-1,Training,-1.666030884,-1.51
AE-QM7b-6400,Training,-1206.881836,-1207.860256
AE-QM7b-5028,Training,-1602.891357,-1603.303881
AE-QM7b-2779,Training,-1301.402954,-1302.621838
AE-QM7b-3617,Training,-1567.352905,-1565.868307
AE-TAE140-27,Training,-472.1282654,-474.629
AE-QM7b-6220,Training,-1429.790527,-1429.751737
AE-QM7b-5105,Training,-1452.88147,-1452.895415
AE-QM7b-4431,Training,-1633.80542,-1633.928757
AE-QM7b-2092,Training,-1161.368652,-1162.920336
AE-QM7b-5428,Training,-1585.973999,-1586.397707
AE-QM7b-6167,Training,-1337.055054,-1337.78912
AE-QM7b-2187,Training,-1640.092163,-1640.221677
AE-QM7b-2020,Training,-1773.021851,-1772.623091
AE-TAE140-1,Training,-107.6245346,-109.493
AE-QM7b-4784,Training,-1283.16394,-1283.955349
AE-QM7b-7187,Training,-1011.956238,-1010.533272
AE-QM7b-6402,Training,-1043.407104,-1041.702545
AE-QM7b-5881,Training,-1357.113403,-1357.280819
AE-QM7b-5244,Training,-1577.999023,-1578.063125
AE-QM7b-2458,Training,-1772.275024,-1772.435819
AE-QM7b-3002,Training,-1126.66687,-1126.985624
AE-QM7b-6364,Training,-1457.902344,-1457.492885
AE-QM7b-3085,Training,-1563.848511,-1563.687458
AE-QM7b-7068,Training,-1211.776978,-1212.412452
IE-CHB6-3,Training,-29.62471008,-39.09
